"business" "fullname" "sampwsw" "scorewsw" "sampwosw" "scorewosw" "totalsamples" "totalreviewscore" "pvalues" "qvalues" "city" "state" "lat" "long"
"736" "kaIue7GRCmkPzDeHDBTttQ" "The Blue Fin" 71 3.27745722067672 35 3.27908962959038 106 3.27799622361991 0.993801433600813 0.875187795635505 "Phoenix" "AZ" 33.4640982988196 -112.073568999767
"737" "KBG28p3lGX17hOPoHhq5PQ" "Yasu Sushi Bistro" 129 3.2814241949509 63 3.69855829789936 192 3.41829632248086 0.00300396863137239 0.202611112671919 "Phoenix" "AZ" 33.5997402 -111.9872611
"738" "KBKDl08flVw1AqvM5ucVpA" "Fuego Tacos" 85 2.85205627975657 40 3.02037952512818 125 2.90591971827548 0.446924245564916 0.755180046693945 "Phoenix" "AZ" 33.508533016607 -112.029066725112
"739" "ke0BMVeaQf3lvwSzm-fPyA" "Cheba Hut" 19 3.26648867226926 17 3.50189947721678 36 3.3776548857167 0.488491401334567 0.771643518666537 "Glendale" "AZ" 33.5669839 -112.1872115
"740" "ke3RFq3mHEAoJE_kkRNhiQ" "Lucille's Smokehouse Bar-B-Que" 121 2.41520706930837 56 2.43095343742506 177 2.4201889710854 0.934545154393738 0.864543834214415 "Tempe" "AZ" 33.4333706728895 -111.905971666937
"741" "kEyCMHBnohaWc81omLDfYg" "Casella's Italian Delicatessen" 34 4.10101180643738 32 3.57250563498522 66 3.84476638997573 0.00320243831068182 0.205197585448585 "Scottsdale" "AZ" 33.5227721 -111.9001502
"742" "kfscAJnLVf6J2uEte7g-5A" "Yoli's Cafe" 67 3.18305695765306 27 3.488630740688 94 3.27082815065246 0.146823048203478 0.61369962274522 "Chandler" "AZ" 33.299873 -111.842586
"743" "kFVapB4z_5VoOnYazF_ERA" "Oregano's Pizza Bistro" 120 3.05907603862169 65 3.14032375459869 185 3.08762253342442 0.604561240507212 0.812107263546137 "Scottsdale" "AZ" 33.4832228 -111.9263676
"744" "kfveMaYeaqGVNHPitT4O9w" "Pita House" 34 2.54423906330356 23 2.54230191292486 57 2.54345740613321 0.994818454793624 0.875187795635505 "Scottsdale" "AZ" 33.494262 -111.9256488
"745" "KG3GwIcMKf0qYAtA-hN1MA" "Little Rangoon Taste of Burma" 19 3.62623966514317 11 3.44363711971988 30 3.55928539848796 0.564397479177452 0.794076056640164 "Scottsdale" "AZ" 33.5825532 -111.9301931
"746" "kgPjOtSeMd3CMdbnEmHbeQ" "Majerle's Sports Grill" 33 2.69882912864253 12 3.006082751213 45 2.78076342799465 0.233766609087321 0.658863038706559 "Scottsdale" "AZ" 33.5014294 -111.9220422
"747" "KgTb63IZHFn_rhLG-cpm_A" "Renegade Tap & Kitchen" 68 3.02328542121571 22 3.01837177398991 90 3.0220843074494 0.98325214394665 0.87200409452464 "Scottsdale" "AZ" 33.5814339 -111.8795353
"748" "KGX7O-_WqOIy9o7u9NOa9A" "Sonora Mesquite Grill" 77 3.73023632613333 86 3.57754983230108 163 3.64967780791509 0.210122133602548 0.640019956435963 "Phoenix" "AZ" 33.480203 -111.9825532
"749" "Kh7cW1rcbxzsgTzAfqEcGw" "The Bagel Man" 24 3.68325114395014 23 3.99545990191191 47 3.83603415316547 0.118996574725102 0.581663828534323 "Phoenix" "AZ" 33.3488832 -111.9763846
"750" "KIgkwPEOxbfdeCk0ltycOQ" "Maria Maria" 67 2.06031886548663 25 2.44663134004918 92 2.16529508140036 0.178231904310193 0.627308090052506 "Tempe" "AZ" 33.4329724 -111.9043028
"751" "kK4AzZ0YWI-U2G-paAL7Fg" "Crust Pizza and Wine Cafe" 56 3.06132940571089 35 3.12512105850231 91 3.08586465678451 0.798264073310202 0.85401972455593 "Scottsdale" "AZ" 33.5381018 -111.9085143
"752" "km3g-wDO2KfhfnTvJrLJig" "Papaya Thai Restaurant" 40 2.04775690022376 21 2.18941204401486 61 2.09652342513545 0.730994811828323 0.840716671657719 "Tempe" "AZ" 33.4074267 -111.9099123
"753" "kN8792XEJfCtpD5GJLmI6g" "NYPD Pizza" 14 3.15263599023785 14 2.82290100302813 28 2.98776849663299 0.431129760520474 0.74524217235626 "Surprise" "AZ" 33.64032 -112.361552
"754" "KO9CpaSPOoqm0iCWm5scmg" "Sandwich Club" 39 3.47925541735856 26 3.09002322566548 65 3.32356254068133 0.0839819290554356 0.565945318461647 "Scottsdale" "AZ" 33.494238 -111.926461
"755" "KoIRdcIfh3XWxiCeV1BDmA" "Cien Agaves Tacos & Tequila" 98 2.73609613015697 75 3.04169654563771 173 2.86858185941163 0.0542069544739781 0.536450581740613 "Scottsdale" "AZ" 33.4942939 -111.925316
"756" "KoJ4jNSmqYbmKqcoh-2dNA" "Arizona Roadhouse 66" 14 1.19656401657224 10 0.849562676125806 24 1.05198012471956 0.462499392990733 0.765758234473917 "Phoenix" "AZ" 33.45 -112.07
"757" "KPoTixdjoJxSqRSEApSAGg" "Wild Thaiger" 115 2.85924981798547 63 3.09261870598801 178 2.94184667160435 0.137643208582568 0.599969159433437 "Phoenix" "AZ" 33.477933965703 -112.07352364174
"758" "kqGbGsG2p6Y3vkplCKyE9g" "Habanero's Mexican Grill" 59 3.12687013127286 60 3.14906047963888 119 3.13805854221371 0.912039752212843 0.864543834214415 "Scottsdale" "AZ" 33.621274848681 -111.899064353952
"759" "kr3EFhoSwbJPrL_e_RD39g" "Blue Hound Kitchen & Cocktails" 63 2.67309041142589 15 3.16529541723633 78 2.76774522023559 0.103347480281988 0.572291599061811 "Phoenix" "AZ" 33.4473356 -112.0734239
"760" "KRqtYdnDpwqYfWkFhZYjow" "Wang Express" 10 2.16905802877467 10 1.98225847294178 20 2.07565825085823 0.745035367719588 0.840716671657719 "Phoenix" "AZ" 33.6400245 -111.9780516
"761" "kS0EzDlPx_Mdm_qNHU2gdQ" "Cheeburger Cheeburger" 28 2.45987489104971 13 2.89161631941851 41 2.59676851467884 0.2944537329786 0.69777722000409 "Tempe" "AZ" 33.4329724 -111.9043028
"762" "KS2w8ychyieJbUqRa6kCHw" "Cheba Hut" 33 3.38876113004938 40 3.64429234260322 73 3.52877823281861 0.146604361570991 0.61369962274522 "Mesa" "AZ" 33.393227 -111.868642
"763" "KTF-E3NfkJy2wiwcgOPyVQ" "Tottie's Asian Fusion" 82 3.05677719854424 45 3.08852999551612 127 3.06802818959727 0.878756100184593 0.863030953467923 "Scottsdale" "AZ" 33.4799784 -111.9107414
"764" "KV-yJLmlODfUG1Mkds6kYw" "Chompie's Deli" 63 2.49381157074758 50 2.97250834575314 113 2.70562430305093 0.0153725895906516 0.360727835489547 "Phoenix" "AZ" 33.6029318153084 -111.981189677656
"765" "kYQxOeJRFYats6cxVFnILw" "FOX Sports Grill" 19 1.81171994987583 12 1.79868243357245 31 1.80667316937129 0.980040242609144 0.87200409452464 "Scottsdale" "AZ" 33.633717 -111.924669
"766" "kz12EsdDhr4Y_yZ2OlAQzg" "Tutti Santi" 32 3.15556214414408 10 3.25604993739882 42 3.17948780920473 0.809146121776001 0.856101468279268 "Glendale" "AZ" 33.6622393 -112.186891
"767" "L-bpJXpA5875dLb7A4wh6A" "YC's Mongolian Grill" 29 3.18795161798566 29 3.14487883064484 58 3.16641522431525 0.869084377941716 0.863030953467923 "Tempe" "AZ" 33.349611 -111.949162
"768" "L-GfuOmn9mv55571uXvf2A" "Nam Sao" 18 2.50099299690027 18 2.79994384548664 36 2.65046842119346 0.441791421102421 0.755180046693945 "Glendale" "AZ" 33.6392038 -112.1530065
"769" "L-uPZxooP_ziXCtRrWi8Pw" "Café Monarch" 104 3.90278555746761 67 3.91713503459722 171 3.90840786722015 0.886953123873937 0.864543834214415 "Scottsdale" "AZ" 33.494205 -111.931447
"770" "l-Xv5Kmg2gilJI3-DGVCqw" "Pita Jungle" 19 2.8059155582105 22 2.69253845104445 41 2.74507906168238 0.713915044075242 0.836870913245681 "Scottsdale" "AZ" 33.5025088 -111.9290233
"771" "L_MtTn4IUBTmQtqqM2iFqA" "Tea Lite Cafe" 45 3.23795919654649 74 2.96612327646792 119 3.06891837229595 0.147312224296359 0.61369962274522 "Phoenix" "AZ" 33.6554989 -111.9299197
"772" "l1kqHWtICTNk8TdCNisf5A" "Tokyo House" 19 3.81014934977815 29 3.57505668969808 48 3.66811420097978 0.312418130154052 0.706588126077376 "Chandler" "AZ" 33.3365788066646 -111.859488487244
"773" "L1ymPhPjisiSD6RI1NtnQg" "Grazie Pizzeria Winebar" 19 3.07462236457477 16 3.22563364049759 35 3.14365609071092 0.683517752439914 0.823297772388417 "Buckeye" "AZ" 33.4959139 -112.5125589
"774" "L2J3JfjXZLnX1rLhWKthqA" "Rula Bula" 138 2.77794038929995 99 2.89901748290228 237 2.82851689675409 0.396479779952474 0.734099593788488 "Tempe" "AZ" 33.426355 -111.939806
"775" "L7UxfZyS_-jFOxRwG0SZWw" "Jimmy John's" 32 3.1082666627527 41 2.76632005802866 73 2.91621446009947 0.242328500763167 0.666407763658123 "Tempe" "AZ" 33.4234247 -111.940078
"776" "L8STRioAgDx-_FRFuuUU2Q" "Senor Taco" 13 3.44861558334603 33 3.35368043006746 46 3.38050992990705 0.771809843843958 0.847541409946127 "Fountain Hills" "AZ" 33.5739313 -111.7140561
"777" "L9UYbtAUOcfTgZFimehlXw" "Liberty Market" 203 3.42604928408748 184 3.54275527125928 387 3.48153740201929 0.215399190882082 0.64551889089184 "Gilbert" "AZ" 33.354768 -111.7898327
"778" "lAGDe38li38fyf971CslFg" "Dragon Palace" 31 3.23066435688424 23 2.77403619818431 54 3.03617458558612 0.173317963367671 0.627308090052506 "Phoenix" "AZ" 33.6126524 -112.0130942
"779" "LbLVO7yqAJGEQ1nK6rEvHA" "Siu Wok" 12 2.42602102254104 50 2.77754917426696 62 2.7095114674813 0.356455547398177 0.733402334781179 "Phoenix" "AZ" 33.491645 -112.073196
"780" "Lbue8gqRiBPEnA7g7H1qdw" "Humble Pie" 60 2.92077753051984 39 2.88383905172063 99 2.90622600856864 0.852793587644273 0.863030953467923 "Phoenix" "AZ" 33.677854 -111.978579
"781" "Lc-ZYyI83FpEe-8u_LSODQ" "North Italia" 15 2.56012798743781 14 3.22647411585354 29 2.88181232529368 0.127738866218919 0.587525572497538 "Glendale" "AZ" 33.6659219 -112.2036662
"782" "LdI-fcJDXGE7ns_jwWY2ow" "Spotted Donkey Cantina, el Pedregal" 36 2.78178883859716 38 3.13172554732251 74 2.96148606740207 0.162339174380839 0.627308090052506 "Scottsdale" "AZ" 33.798073 -111.926458
"783" "LeIFvm7ZdNxf01OvU0QFbg" "Dilly's Deli" 14 2.5948306674826 19 2.92828340764779 33 2.78681860878983 0.425056992785659 0.742117332123383 "Chandler" "AZ" 33.316952423945 -111.837663195801
"784" "LfKPiwth-lGmCKTxlDoV9g" "North Italia" 104 2.90733824468927 49 2.86940338152693 153 2.89518917086604 0.826203481788204 0.861005201614652 "Scottsdale" "AZ" 33.6247686 -111.9257408
"785" "Lgqk00bglDyZfe5KbLhw6Q" "Buca di Beppo" 28 2.41766135519462 14 2.07191592496938 42 2.30241287845287 0.395005269361618 0.734099593788488 "Chandler" "AZ" 33.31967 -111.93248
"786" "lhRUPA28pRIN1MnllN-o9g" "Udupi Indian Veg & Vegan Cuisine" 42 2.54231582148534 47 3.10340970522851 89 2.83862382750701 0.0447116748473637 0.515611301546726 "Tempe" "AZ" 33.4480659 -111.9270204
"787" "LHzVPddSPzMECho55zCf0Q" "The Gelato Spot" 57 3.50202488875188 97 3.40785797027236 154 3.44271195957971 0.490728242410217 0.771643518666537 "Scottsdale" "AZ" 33.496647 -111.926503
"788" "lJe-zPM4U572nVI0eAN4Fw" "Hot Bagels and Deli" 10 3.69704942864425 11 3.3102659550238 21 3.49444856150973 0.239280586156003 0.659441052871483 "Phoenix" "AZ" 33.7988195 -112.1292649
"789" "lk-6NXfpSgvNw7zm0xtUVw" "Taqueria Mi Casita" 17 3.44593930721778 22 3.09349079599286 39 3.24712219832167 0.263640677812574 0.679911790938683 "Chandler" "AZ" 33.3360579196871 -111.860583144726
"790" "lK35BgpjOMXwchPzqYWomg" "The Habit Burger Grill" 15 2.75240739150728 11 2.63226589630793 26 2.70157829738448 0.789632535021329 0.85264002875785 "Phoenix" "AZ" 33.4659912735871 -112.081645131111
"791" "lKQ5hnkSQ-XP80jNCH46nQ" "Distrito" 70 2.84603466469327 35 2.97447920211756 105 2.88884951050137 0.601086239259082 0.810326818870547 "Scottsdale" "AZ" 33.4943298 -111.9224801
"792" "lktu5JPDlQUG-7cV7gOzDQ" "Cartel Coffee Lab" 123 3.4111952193762 140 3.48797477976085 263 3.45206646825016 0.532990541469643 0.787761642620966 "Tempe" "AZ" 33.4214126082706 -111.942980289459
"793" "LmbVSU7Diel5lR2b6AS5SA" "Amados Mexican Food" 14 2.65154786604093 38 2.71137226102646 52 2.69526569314574 0.866750584686493 0.863030953467923 "Tempe" "AZ" 33.3656883 -111.9114168
"794" "LMG0zsAkUSscIvmV9vvm3A" "Oregano's Pizza Bistro" 118 3.18352882760359 43 3.04144356563176 161 3.1455805899341 0.490108461197919 0.771643518666537 "Scottsdale" "AZ" 33.581877 -111.925123
"795" "LmVcYycG_VI3S6RNgqiriw" "Carrabba's Italian Grill" 29 2.65992796304224 12 2.27846380260489 41 2.54827991608497 0.464482235764636 0.766054645498543 "Glendale" "AZ" 33.6390207 -112.1809886
"796" "lNlVwSKqaxE7agiGKfCaAQ" "Barro's Pizza" 12 2.80127733808165 10 2.57667942824699 22 2.6991873790659 0.570263362748112 0.794092855448596 "Scottsdale" "AZ" 33.5404467753511 -111.888971328735
"797" "Lnohr9bpCbHNsomazXDg-w" "Chino Bandido" 85 2.64910741656175 144 2.66420413863562 229 2.65860055183964 0.928254862916207 0.864543834214415 "Chandler" "AZ" 33.304492 -111.873637
"798" "Lo0dRIDKXc5mlE-coVZrtQ" "Chloe's Corner" 27 2.95056676367598 17 2.65160123880107 44 2.83505735633794 0.384054936155358 0.734099593788488 "Phoenix" "AZ" 33.4475173 -112.0742715
"799" "LOPHo3NyafDN9xPT6K5rZg" "Manuel's Fine Mexican Food" 12 2.7817074332414 16 1.41134964364751 28 1.99864583918775 0.00241708875689452 0.189719713451671 "Tempe" "AZ" 33.393528 -111.8882464
"800" "LR9mX-3mh_PIEeG1A5zqxg" "Iron Chef" 11 3.34152275933922 25 3.36506096981172 36 3.35786873883401 0.955615816341462 0.868034917757741 "Queen Creek" "AZ" 33.233464772275 -111.687451601028
"801" "LRuIY8JFqadCSYLo242MGg" "The Hero Factory" 23 3.2879633944107 30 3.17742584080121 53 3.22539496783929 0.704733207531226 0.833468308196739 "Phoenix" "AZ" 33.449553 -112.075503
"802" "luCSjoNQ9q_0QIjKKOy2pQ" "Papago Brewing" 115 3.12560584220264 117 3.27236362069685 232 3.19961730808118 0.236576410985697 0.659441052871483 "Scottsdale" "AZ" 33.4655863 -111.9279622
"803" "lut0g04VsYRyblR1Ad-8HA" "PF Chang's China Bistro" 35 2.4174434067771 15 2.66677554270353 50 2.49224304755503 0.562292550535116 0.794076056640164 "Phoenix" "AZ" 33.7129797 -112.1117351
"804" "Lvf3N3cfLAmOc5y8Eg8KDg" "Takamatsu Of Chandler" 52 3.1318669320483 31 2.83142866479477 83 3.01965504909819 0.173966464697724 0.627308090052506 "Chandler" "AZ" 33.351089 -111.84303
"805" "lVHtVCyFJOqAH0ltn7pLuw" "Sushi Eye" 69 2.77925940600199 61 3.02608290907179 130 2.89507658821167 0.206073307846766 0.640019956435963 "Phoenix" "AZ" 33.331773 -111.978279
"806" "lVkDZZ8sTafPlq7f1i5row" "Pomegranate Cafe" 58 3.26533477379544 80 3.56750051980742 138 3.44050332220818 0.106854853541213 0.572291599061811 "Phoenix" "AZ" 33.3044612 -111.9945753
"807" "lvM9OzZaZWo1gC8Mwcthjw" "Donna's Bakery Cafe" 12 2.65399230823766 19 3.44177891630217 31 3.13682926156752 0.0988654453096763 0.572183275763728 "Tempe" "AZ" 33.349451 -111.9475866
"808" "lvpXyfTDF5WZnjzc36r5Wg" "Lucky Boy Burger Shop" 31 3.09964333647898 69 3.29077776467178 100 3.23152609193201 0.326710701612501 0.718716132552355 "Phoenix" "AZ" 33.487843 -112.048021
"809" "Lx4ZFP6dIMzi7Ib-ljV-ww" "Los Favoritos" 20 2.74181153142803 40 2.63207224731105 60 2.66865200868338 0.745946600309404 0.840716671657719 "Chandler" "AZ" 33.307263 -111.8742595
"810" "LxNehlnStQY_rxEwiPof_g" "King Gyros" 31 3.75168876375036 30 3.39164337758341 61 3.57461726235677 0.142385762581144 0.611531130185739 "Phoenix" "AZ" 33.6106434 -112.1500691
"811" "LYLGCIqNQQrpMwOxJ1hlrg" "Smashburger" 28 2.85361244793676 38 2.69648689570888 66 2.76314622089647 0.531265660146233 0.786167927151535 "Tempe" "AZ" 33.4222377 -111.9349348
"812" "LYyGQgL60VKdV-p_9OxmWQ" "Flavors of India" 46 2.91332750270486 32 2.39761524908464 78 2.70175324480938 0.0378359436714267 0.489957485090002 "Phoenix" "AZ" 33.503024 -112.047179
"813" "LzNJLEIo4gh-X_rmDkNkNg" "Four Peaks Grill & Tap" 89 3.14412729962397 89 3.09734184710424 178 3.12073457336411 0.750276531785734 0.840716671657719 "Scottsdale" "AZ" 33.6272265 -111.8956412
"814" "LzpR_jE6VIutJ08s2cdRrw" "Coup Des Tartes" 120 3.17728717101274 55 3.21162015432252 175 3.18807753719582 0.826533118066471 0.861005201614652 "Phoenix" "AZ" 33.504777 -112.047846
"815" "m_rEr3Vg1-f9Dg-Nag4FWg" "El Pollo Supremo" 10 3.57658325185137 64 3.35816005416565 74 3.38767670250155 0.282945075675371 0.695962574340764 "Tempe" "AZ" 33.4216092 -111.9429427
"816" "M0Ulu3PzwBumgOZJL-6KnQ" "BLD" 101 2.47553902802863 47 2.76059679098269 148 2.5660641284262 0.180850290829082 0.627308090052506 "Chandler" "AZ" 33.2770025 -111.8753357
"817" "m34siNIv_F15LIzkmxP7-g" "Rock Bottom" 37 2.54615359358416 17 2.51212645381188 54 2.53544134587807 0.891477120817848 0.864543834214415 "Glendale" "AZ" 33.638668 -112.223374
"818" "m3EKlucZuwnOazLrRfnWaQ" "Al's Beef" 21 2.70795614739578 40 2.78760320380803 61 2.76018372537102 0.809144823100559 0.856101468279268 "Scottsdale" "AZ" 33.619485 -111.898197
"819" "M6fjHpkL9IRI-nI0BattRw" "The Main Ingredient Ale House And Café" 133 3.13742399334088 102 3.31903440373808 235 3.21625063955583 0.0978052210608295 0.572183275763728 "Phoenix" "AZ" 33.474683 -112.0647949
"820" "m9Wqqma30o-hH2fAX7dnug" "Desert Jade" 43 2.9990287544519 26 2.78168219184587 69 2.9171300497018 0.464350816334226 0.766054645498543 "Phoenix" "AZ" 33.4951447 -112.0118398
"821" "MAfc2V_EVtyR9rMxxEAPLg" "Khai Hoan Restaurant" 65 3.35376323700768 76 3.25391503758526 141 3.29994434937574 0.540863980182463 0.79011852883212 "Tempe" "AZ" 33.4146742 -111.913402
"822" "MAFjNfDWJRgWCw8IOC7mew" "Blue Burrito Grille" 21 3.17144904792958 31 2.69108518747087 52 2.88507828496381 0.107097916606833 0.572291599061811 "Scottsdale" "AZ" 33.5823408973639 -111.923882961273
"823" "MagW3D2UDQaP6KHzhauUHw" "Zpizza" 10 2.85828917506147 24 2.93204782570432 34 2.91035410492701 0.904190993470645 0.864543834214415 "Scottsdale" "AZ" 33.6717895 -111.9060007
"824" "MEKk3J63dU3GBDg9SHuq7A" "Lustre Bar" 11 3.2224540865618 12 3.17815546894051 23 3.19934176432461 0.921239052462222 0.864543834214415 "Phoenix" "AZ" 33.4473356 -112.0734239
"825" "MEOC6ng0jPhQOX_BzEzf_w" "Aunt Chilada's Tempe" 49 1.70902516921449 29 1.80897604010428 78 1.74618639044275 0.708914924663949 0.833468308196739 "Tempe" "AZ" 33.3777355 -111.9709188
"826" "Mh85-BDqDHlngT8G2ZnRWg" "Otto Pizza & Pastry" 12 3.23632457835518 43 3.20665593467051 55 3.21312909329262 0.949511463698052 0.867907953090979 "Tempe" "AZ" 33.421753 -111.94249
"827" "MhH1kl9faN3RvIO4ptumTg" "L&L Hawaiian BBQ" 13 2.64976884247537 31 2.89414510199 44 2.82194302531522 0.517951876328409 0.779471445814156 "Phoenix" "AZ" 33.7112906335341 -112.111108853248
"828" "MhkZLdUFaHt5SDcQcqOWQg" "Fresh Wasabi Sushi & Grill" 42 2.88432173565784 27 2.72651849753987 69 2.82257264248124 0.615585337698956 0.812822154048841 "Surprise" "AZ" 33.639067 -112.355543
"829" "mhLN_oiJd7zq6eaOS1Nw1A" "Roy's Restaurant" 68 3.44710319821088 25 3.41036800254243 93 3.43722814561183 0.85420921738537 0.863030953467923 "Chandler" "AZ" 33.319385 -111.966296
"830" "mhQCxOiqp03qnhGRTtPduw" "unPhogettable" 133 3.30569950975772 65 3.27244808628536 198 3.29478363841578 0.83855504902614 0.863030953467923 "Mesa" "AZ" 33.4133505 -111.8759922
"831" "MJ6_uOT55dq5ALphFqMVkw" "Lenny's Burger Shop" 32 3.15678899589209 61 3.07362546934057 93 3.10224087632604 0.717746797659807 0.837219152628616 "Phoenix" "AZ" 33.479978 -112.073301
"832" "mjoxSQR7bFQtlIIjfNfaSQ" "Big Buddha" 33 3.15065155610114 38 2.86746622731079 71 2.99908757731193 0.262657898686902 0.679911790938683 "Surprise" "AZ" 33.6251795 -112.4143802
"833" "ML1RJdeZ7bbfMrHvJ7m99A" "Oregano's Pizza Bistro" 133 2.96071602850276 49 3.1747314719833 182 3.01833557097829 0.272970918904821 0.688316901754183 "Phoenix" "AZ" 33.509578 -112.060185
"834" "MLAnvEcvDfOWELHUN_0xEw" "Nimbus American Bistro N' Brewery" 59 2.48128005342664 26 2.08559485788235 85 2.36024693478956 0.238809248882037 0.659441052871483 "Scottsdale" "AZ" 33.5392485 -111.9203854
"835" "MLcXtnpzygZvQ9BtseLLlw" "Farm At South Mountain" 71 3.17076148230423 64 3.23905940738579 135 3.20313975789845 0.700713015082434 0.830684217964278 "Phoenix" "AZ" 33.390792 -112.012504
"836" "MLVKDbuI2xaOJQ4-NZj2MQ" "Marcellino Ristorante" 70 3.30421898487439 32 3.17168871630137 102 3.2626408614005 0.631582999225934 0.816729506720759 "Scottsdale" "AZ" 33.498914 -111.928574
"837" "Mmz8iWNfeXkp1dIP0FkTaw" "Palo Verde Lounge" 12 2.87201645998233 17 3.12318164346635 29 3.01925122271435 0.521734157871924 0.779471445814156 "Tempe" "AZ" 33.4073823 -111.9523898
"838" "mpdl2_v3MDJVzTaxvlEGTA" "Rum Bar" 28 2.87854206625734 19 3.54485689145231 47 3.1479033785702 0.0165519266346841 0.36941627975828 "Phoenix" "AZ" 33.4555664 -112.0719705
"839" "mPGgxatANSPw9KbMluhXkA" "Latitude Eight Thai Grill" 75 2.89352156653676 31 3.25111832989273 106 2.99810175204653 0.194334508359309 0.627308090052506 "Chandler" "AZ" 33.3021074 -111.8420649
"840" "mQfT3JYu18HN22DVylcE7A" "Bertha's Café" 50 3.42113776227441 84 3.67936424232334 134 3.58301107812598 0.0759003482672596 0.565945318461647 "Phoenix" "AZ" 33.4952159 -112.014454
"841" "MQNJNjLLDfsIrqxG-DBMqQ" "Crazy Otto's Diner" 23 2.51645306423063 15 3.22424148797246 38 2.79584323149714 0.0588488238523544 0.552572697134517 "Phoenix" "AZ" 33.625972 -112.134316
"842" "mqQwChPNN4o4DhAzaGntIA" "The Fry Bread House" 56 3.25559209972274 121 3.3137989126058 177 3.29538319779534 0.737876811540649 0.840716671657719 "Phoenix" "AZ" 33.496367 -112.083912
"843" "MU3i2uEyUBntebU6pEyMbw" "McCormick & Schmicks Seafood Restaurant" 28 2.83438235202034 15 3.37904841113511 43 3.02438214008363 0.0451927656169861 0.515611301546726 "Phoenix" "AZ" 33.5093593 -112.0261747
"844" "muCl5p-9ut1sY0aKeUeRhw" "Cheuvront" 134 2.76820183927795 48 3.03199172280687 182 2.83777279757129 0.110365109740826 0.572291599061811 "Phoenix" "AZ" 33.463172 -112.074725
"845" "MuIXnv7Oq7X3-4aEsp9dDA" "Citizen Public House" 252 3.57135270651573 86 3.33109688431865 338 3.51022252690345 0.0471074833445573 0.515611301546726 "Scottsdale" "AZ" 33.498177 -111.92792
"846" "mUVTlJSil_xyjPD6qMx8UA" "Fattoush Restaurant" 23 3.20174021525026 12 2.85541799568643 35 3.08300116854266 0.387197660057386 0.734099593788488 "Phoenix" "AZ" 33.5014106 -112.1000362
"847" "MwaFQkJxzqg8G5_hTip99A" "Joe's Crab Shack" 40 2.20173704117573 18 1.41658651967031 58 1.95806963794991 0.052419022595028 0.529170445435588 "Tempe" "AZ" 33.378951 -111.966547
"848" "mwiNm868yAo8Xh8hO7Ke_Q" "Flavors of Louisiana" 37 3.34984595013323 54 3.11795423715076 91 3.21223987869308 0.29434833857655 0.69777722000409 "Avondale" "AZ" 33.461736 -112.335666
"849" "MXOdsPTLQPsQK9hUq01DWg" "Arcadia Tavern" 102 2.88798732809924 53 2.99803062348892 155 2.92561503555507 0.481179888624358 0.771643518666537 "Phoenix" "AZ" 33.49413 -111.977756
"850" "mxrXVZWc6PWk81gvOVNOUw" "Roaring Fork" 200 3.21743498802432 89 3.32181689204773 289 3.24958028026682 0.367475988655544 0.734099593788488 "Scottsdale" "AZ" 33.5086952779617 -111.927080154419
"851" "MY0_6BAzQCu4sqXqwNEFfg" "Mellow Mushroom" 115 2.26263486996216 41 2.93503466154095 156 2.43935532800531 0.000453597618092924 0.0726611467326599 "Tempe" "AZ" 33.423078 -111.940182
"852" "mzbQCUmd135tsNW6hY3G6A" "Chen & Wok" 15 2.13508866895527 27 2.38367051433945 42 2.2948912838451 0.553444569531936 0.794076056640164 "Phoenix" "AZ" 33.531328 -112.06466
"853" "N_6bV3c3JagKW7sD3X9ldA" "Original Hamburger Works" 43 3.06243068178255 67 2.93403062327888 110 2.98422337342122 0.457501370880584 0.763085098349622 "Phoenix" "AZ" 33.4798163 -112.091191
"854" "N_n2jyCfpon3NzKERYT02Q" "Pizza People Food Truck" 11 3.9494909134246 11 3.56117243983277 22 3.75533167662869 0.141362919717985 0.611531130185739 "Phoenix" "AZ" 33.4588800976063 -112.067981958389
"855" "n4mfUCDXHsg0GH50HzJpug" "Rock Bottom Restaurant & Brewery" 11 2.31498396322236 13 2.38923219169308 24 2.355201753644 0.872080077776292 0.863030953467923 "Scottsdale" "AZ" 33.582876 -111.895256
"856" "NA3tQYxR6Fq5O8nV6u41Tw" "Texas Roadhouse" 37 2.67034805024805 13 3.29644027565602 50 2.83313202885412 0.108114459504494 0.572291599061811 "Peoria" "AZ" 33.6321621 -112.2375661
"857" "NAkRjPhS4yCD5trp0dY-bQ" "Saddle Ranch Chop House" 86 2.48408231032314 59 2.40271291414875 145 2.4509733836039 0.673409323162504 0.823297772388417 "Scottsdale" "AZ" 33.4990986 -111.9259123
"858" "naqJ8iKmZ1m9YWOyvgODZQ" "Pei Wei - Asian Inspired. Freshly Made." 12 3.19556295335643 16 2.9376230518032 28 3.04816872389744 0.484221724946401 0.771643518666537 "Chandler" "AZ" 33.2611314 -111.8604649
"859" "nBfusVbqwul0BU0Rcrlelw" "RA Sushi Bar Restaurant" 53 2.45126516335062 41 2.1567221863524 94 2.32279429040459 0.228891103828729 0.656962225447648 "Phoenix" "AZ" 33.3197625 -111.9780071
"860" "nBrD6TxddhHx4FhMk32JvQ" "Niro's Gyros" 29 3.0291487170463 47 3.10327167839292 76 3.07498791682644 0.718903762581673 0.837219152628616 "Phoenix" "AZ" 33.3482841 -111.9803928
